Order_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Payment_Method,Customer_ID,Revenue
10071,2022-01-09 12:09:14.492415402,Charger,Mobiles,South,2,42538,Cash,2338,85076
10072,2022-01-09 15:04:13.842307051,Headphones,Mobiles,North,2,17678,Cash,1541,35356
10073,2022-01-09 17:59:13.192198699,Mouse,Electronics,North,2,41635,Cash,1612,83270
10074,2022-01-09 20:54:12.542090348,Headphones,Electronics,West,5,8023,NetBanking,4650,40115
10075,2022-01-09 23:49:11.891981997,Charger,Electronics,South,1,34474,NetBanking,1899,34474
10076,2022-01-10 02:44:11.241873645,Camera,Accessories,West,2,41511,UPI,2884,83022
10077,2022-01-10 05:39:10.591765294,USB Cable,Mobiles,West,5,8416,Cash,4134,42080
10078,2022-01-10 08:34:09.941656942,USB Cable,Accessories,North,1,44514,Card,2055,44514
10079,2022-01-10 11:29:09.291548591,Laptop,Electronics,East,2,10656,NetBanking,2622,21312
10080,2022-01-10 14:24:08.641440240,USB Cable,Mobiles,West,1,10158,Card,4282,10158
10081,2022-01-10 17:19:07.991331888,Tablet,Accessories,East,1,39118,Card,2486,39118
10082,2022-01-10 20:14:07.341223537,USB Cable,Mobiles,East,3,34551,UPI,3610,103653
10083,2022-01-10 23:09:06.691115185,Charger,Accessories,South,4,25582,UPI,3622,102328
10084,2022-01-11 02:04:06.041006834,Laptop,Electronics,South,3,44594,Card,4151,133782
10085,2022-01-11 04:59:05.390898483,Charger,Accessories,West,1,25105,Card,4069,25105
10086,2022-01-11 07:54:04.740790131,Charger,Mobiles,North,5,19235,Card,3390,96175
10087,2022-01-11 10:49:04.090681780,Keyboard,Mobiles,North,2,23988,Card,2255,47976
10088,2022-01-11 13:44:03.440573428,Laptop,Mobiles,West,4,32581,Cash,4949,130324
10089,2022-01-11 16:39:02.790465077,Charger,Mobiles,West,2,28501,Card,3660,57002
10090,2022-01-11 19:34:02.140356726,Keyboard,Electronics,North,5,40531,NetBanking,1128,202655
10091,2022-01-11 22:29:01.490248374,Keyboard,Accessories,East,4,25037,UPI,2042,100148
10092,2022-01-12 01:24:00.840140023,Laptop,Electronics,West,3,45951,NetBanking,1356,137853
10093,2022-01-12 04:19:00.190031671,Headphones,Electronics,East,1,13246,UPI,2442,13246
10094,2022-01-12 07:13:59.539923320,Camera,Electronics,West,5,30201,UPI,4006,151005
10095,2022-01-12 10:08:58.889814969,Tablet,Mobiles,West,1,11353,UPI,4677,11353
10096,2022-01-12 13:03:58.239706617,Camera,Mobiles,East,1,48604,NetBanking,1080,48604
10097,2022-01-12 15:58:57.589598266,USB Cable,Mobiles,East,2,3323,UPI,4686,6646
10098,2022-01-12 18:53:56.939489914,Tablet,Accessories,North,5,5541,Card,2904,27705
10099,2022-01-12 21:48:56.289381563,USB Cable,Mobiles,West,1,42690,Card,3713,42690
10100,2022-01-13 00:43:55.639273212,Charger,Accessories,South,3,40249,Cash,3828,120747
10101,2022-01-13 03:38:54.989164860,Mouse,Mobiles,South,4,12963,Cash,2141,51852
10102,2022-01-13 06:33:54.339056509,Laptop,Mobiles,West,5,38052,Cash,2877,190260
10103,2022-01-13 09:28:53.688948158,Tablet,Electronics,West,2,29664,Card,4565,59328
10104,2022-01-13 12:23:53.038839806,Tablet,Electronics,West,5,16753,NetBanking,1790,83765
10105,2022-01-13 15:18:52.388731455,Charger,Electronics,East,2,24188,Cash,3539,48376
10106,2022-01-13 18:13:51.738623103,Headphones,Accessories,South,4,22599,Card,2898,90396
10107,2022-01-13 21:08:51.088514752,Keyboard,Accessories,South,3,42183,UPI,1224,126549
10108,2022-01-14 00:03:50.438406401,Charger,Mobiles,South,1,23782,NetBanking,4034,23782
10109,2022-01-14 02:58:49.788298049,Smartphone,Accessories,West,5,32232,NetBanking,3466,161160
10110,2022-01-14 05:53:49.138189698,Keyboard,Mobiles,East,2,4633,Card,1779,9266
10111,2022-01-14 08:48:48.488081346,Laptop,Accessories,West,4,17526,Card,1136,70104
10112,2022-01-14 11:43:47.837972995,Keyboard,Accessories,North,1,14660,UPI,1225,14660
10113,2022-01-14 14:38:47.187864644,Headphones,Accessories,North,4,34509,UPI,4405,138036
10114,2022-01-14 17:33:46.537756292,Keyboard,Electronics,South,3,16025,UPI,2252,48075
10115,2022-01-14 20:28:45.887647941,Laptop,Accessories,West,1,23087,NetBanking,3370,23087
10116,2022-01-14 23:23:45.237539589,Headphones,Electronics,North,1,10733,NetBanking,4179,10733
10117,2022-01-15 02:18:44.587431238,Camera,Electronics,North,1,36165,Cash,1811,36165
10118,2022-01-15 05:13:43.937322887,Tablet,Accessories,West,2,30225,Cash,3492,60450
10119,2022-01-15 08:08:43.287214535,Tablet,Mobiles,East,1,4096,Cash,2940,4096
10120,2022-01-15 11:03:42.637106184,USB Cable,Mobiles,West,4,114,NetBanking,1006,456
10121,2022-01-15 13:58:41.986997833,Camera,Mobiles,West,2,14995,UPI,1127,29990
10122,2022-01-15 16:53:41.336889481,Camera,Accessories,East,1,1774,Cash,4424,1774
10123,2022-01-15 19:48:40.686781130,Keyboard,Mobiles,South,4,37967,UPI,1266,151868
10124,2022-01-15 22:43:40.036672778,Tablet,Electronics,South,4,20101,UPI,3732,80404
10125,2022-01-16 01:38:39.386564427,Laptop,Mobiles,South,5,17964,UPI,1927,89820
10126,2022-01-16 04:33:38.736456076,Monitor,Accessories,East,4,26421,Cash,1213,105684
10127,2022-01-16 07:28:38.086347724,Monitor,Mobiles,North,3,24182,Cash,1246,72546
10128,2022-01-16 10:23:37.436239373,Headphones,Electronics,East,1,40231,UPI,2641,40231
10129,2022-01-16 13:18:36.786131021,Tablet,Accessories,West,1,6057,Cash,2618,6057
10130,2022-01-16 16:13:36.136022670,Tablet,Mobiles,East,1,4310,Card,2827,4310
10131,2022-01-16 19:08:35.485914319,Monitor,Accessories,North,4,48644,Cash,4445,194576
10132,2022-01-16 22:03:34.835805967,Tablet,Accessories,North,4,18169,UPI,1420,72676
10133,2022-01-17 00:58:34.185697616,Keyboard,Accessories,West,1,34951,UPI,2738,34951
10134,2022-01-17 03:53:33.535589264,Smartphone,Mobiles,South,2,26965,NetBanking,2064,53930
10135,2022-01-17 06:48:32.885480913,Mouse,Accessories,North,2,18170,NetBanking,3764,36340
10136,2022-01-17 09:43:32.235372562,Camera,Mobiles,North,3,4258,UPI,2371,12774
10137,2022-01-17 12:38:31.585264210,USB Cable,Electronics,North,5,49439,Card,4632,247195
10138,2022-01-17 15:33:30.935155859,Headphones,Mobiles,West,3,35650,NetBanking,1142,106950
10139,2022-01-17 18:28:30.285047507,Smartphone,Electronics,North,1,20672,UPI,3188,20672
10140,2022-01-17 21:23:29.634939156,Monitor,Mobiles,South,1,4200,NetBanking,3612,4200
10141,2022-01-18 00:18:28.984830805,Camera,Accessories,West,1,44569,NetBanking,3154,44569
10142,2022-01-18 03:13:28.334722453,Tablet,Mobiles,South,5,15625,UPI,3080,78125
10143,2022-01-18 06:08:27.684614102,USB Cable,Accessories,North,4,18556,Cash,4271,74224
10144,2022-01-18 09:03:27.034505750,Tablet,Electronics,North,5,197,Card,3166,985
10145,2022-01-18 11:58:26.384397399,Laptop,Mobiles,South,3,9583,Cash,2823,28749
10146,2022-01-18 14:53:25.734289048,Laptop,Accessories,West,4,36332,UPI,1228,145328
10147,2022-01-18 17:48:25.084180696,USB Cable,Electronics,West,4,1887,UPI,4701,7548
10148,2022-01-18 20:43:24.434072345,USB Cable,Electronics,South,3,40631,Card,3735,121893
10149,2022-01-18 23:38:23.783963994,Monitor,Mobiles,North,4,21888,UPI,2987,87552
10150,2022-01-19 02:33:23.133855642,USB Cable,Electronics,East,2,33551,NetBanking,4256,67102
10151,2022-01-19 05:28:22.483747291,Keyboard,Accessories,South,3,16192,Card,1829,48576
10152,2022-01-19 08:23:21.833638939,Tablet,Electronics,South,3,1232,Cash,4058,3696
10153,2022-01-19 11:18:21.183530588,Smartphone,Electronics,South,2,12414,Card,1849,24828
10154,2022-01-19 14:13:20.533422237,Charger,Accessories,North,5,38745,Cash,2238,193725
10155,2022-01-19 17:08:19.883313885,USB Cable,Electronics,West,5,22682,UPI,3780,113410
10156,2022-01-19 20:03:19.233205534,Headphones,Electronics,North,5,27880,Cash,2153,139400
10157,2022-01-19 22:58:18.583097182,Laptop,Electronics,South,4,32336,Cash,1844,129344
10158,2022-01-20 01:53:17.932988831,Keyboard,Electronics,North,2,13168,Cash,3319,26336
10159,2022-01-20 04:48:17.282880480,Camera,Accessories,North,3,47501,Card,4829,142503
10160,2022-01-20 07:43:16.632772128,Charger,Electronics,South,3,48626,NetBanking,3682,145878
10161,2022-01-20 10:38:15.982663777,Smartphone,Accessories,North,3,11157,Cash,4079,33471
10162,2022-01-20 13:33:15.332555425,Charger,Electronics,East,4,33722,Card,1402,134888
10163,2022-01-20 16:28:14.682447074,USB Cable,Electronics,North,4,38606,Card,3975,154424
10164,2022-01-20 19:23:14.032338723,Monitor,Electronics,North,5,2126,NetBanking,2602,10630
10165,2022-01-20 22:18:13.382230371,Laptop,Electronics,West,4,26663,Card,1626,106652
10166,2022-01-21 01:13:12.732122020,Laptop,Accessories,West,5,38233,UPI,4440,191165
10167,2022-01-21 04:08:12.082013668,Camera,Accessories,South,5,2650,UPI,2823,13250
10168,2022-01-21 07:03:11.431905317,Monitor,Accessories,South,3,31022,UPI,3664,93066
10169,2022-01-21 09:58:10.781796966,Tablet,Mobiles,West,4,7189,NetBanking,1980,28756
10170,2022-01-21 12:53:10.131688614,Mouse,Electronics,East,5,16723,Card,3584,83615
10171,2022-01-21 15:48:09.481580263,Keyboard,Electronics,North,2,49741,UPI,2076,99482
10172,2022-01-21 18:43:08.831471911,Laptop,Accessories,East,2,12143,Cash,3294,24286
10173,2022-01-21 21:38:08.181363560,Headphones,Mobiles,East,4,1136,Card,3384,4544
10174,2022-01-22 00:33:07.531255209,Laptop,Electronics,West,3,22616,UPI,4352,67848
10175,2022-01-22 03:28:06.881146857,Charger,Accessories,South,3,21264,Card,1032,63792
10176,2022-01-22 06:23:06.231038506,Laptop,Electronics,North,5,6222,UPI,1798,31110
10177,2022-01-22 09:18:05.580930155,Laptop,Electronics,South,4,47446,Cash,3595,189784
10178,2022-01-22 12:13:04.930821803,Mouse,Accessories,East,2,31886,Card,2366,63772
10179,2022-01-22 15:08:04.280713452,Mouse,Accessories,East,5,48557,UPI,3938,242785
10180,2022-01-22 18:03:03.630605100,Smartphone,Electronics,South,5,16250,UPI,2262,81250
10181,2022-01-22 20:58:02.980496749,Tablet,Electronics,South,1,22194,Cash,4563,22194
10182,2022-01-22 23:53:02.330388398,Headphones,Accessories,West,4,11792,Cash,3776,47168
10183,2022-01-23 02:48:01.680280046,Laptop,Electronics,South,5,12154,UPI,4248,60770
10184,2022-01-23 05:43:01.030171695,Laptop,Electronics,South,2,1867,UPI,3091,3734
10185,2022-01-23 08:38:00.380063343,Keyboard,Accessories,West,1,4808,NetBanking,1303,4808
10186,2022-01-23 11:32:59.729954992,Mouse,Electronics,South,2,41221,NetBanking,2693,82442
10187,2022-01-23 14:27:59.079846641,Headphones,Electronics,East,3,29392,Card,3316,88176
10188,2022-01-23 17:22:58.429738289,Camera,Mobiles,South,1,28182,Card,3730,28182
10189,2022-01-23 20:17:57.779629938,Smartphone,Accessories,North,1,34124,NetBanking,3030,34124
10190,2022-01-23 23:12:57.129521586,Tablet,Mobiles,East,5,26834,UPI,2756,134170
10191,2022-01-24 02:07:56.479413235,Monitor,Mobiles,West,3,43011,Cash,1399,129033
10192,2022-01-24 05:02:55.829304884,Tablet,Mobiles,East,5,23561,Card,4813,117805
10193,2022-01-24 07:57:55.179196532,Charger,Electronics,West,4,5451,UPI,3650,21804
10194,2022-01-24 10:52:54.529088181,Laptop,Electronics,North,2,47131,Cash,1921,94262
10195,2022-01-24 13:47:53.878979829,Smartphone,Mobiles,North,2,33617,Cash,4018,67234
10196,2022-01-24 16:42:53.228871478,Charger,Mobiles,East,5,17192,UPI,3478,85960
10197,2022-01-24 19:37:52.578763127,Headphones,Mobiles,South,2,39284,UPI,1420,78568
10198,2022-01-24 22:32:51.928654775,Monitor,Electronics,East,2,39818,Card,3178,79636
10199,2022-01-25 01:27:51.278546424,Mouse,Mobiles,East,4,45196,NetBanking,2433,180784
10200,2022-01-25 04:22:50.628438073,Smartphone,Mobiles,North,3,25141,UPI,4809,75423
10201,2022-01-25 07:17:49.978329721,Smartphone,Accessories,West,1,25776,NetBanking,2248,25776
10202,2022-01-25 10:12:49.328221370,Laptop,Accessories,East,5,34581,Card,2166,172905
10203,2022-01-25 13:07:48.678113018,USB Cable,Electronics,South,5,12877,NetBanking,1577,64385
10204,2022-01-25 16:02:48.028004667,Smartphone,Accessories,North,4,24420,NetBanking,1539,97680
10205,2022-01-25 18:57:47.377896316,Keyboard,Accessories,East,4,8408,Cash,3172,33632
10206,2022-01-25 21:52:46.727787964,Monitor,Accessories,East,1,43541,Card,2235,43541
10207,2022-01-26 00:47:46.077679613,Monitor,Electronics,South,3,48246,UPI,1933,144738
10208,2022-01-26 03:42:45.427571261,Keyboard,Accessories,East,5,15429,NetBanking,4499,77145
10209,2022-01-26 06:37:44.777462910,Camera,Electronics,East,4,13982,Card,2460,55928
10210,2022-01-26 09:32:44.127354559,Keyboard,Mobiles,East,5,49447,Cash,1591,247235
10211,2022-01-26 12:27:43.477246207,Keyboard,Accessories,East,2,4814,Cash,2261,9628
10212,2022-01-26 15:22:42.827137856,Monitor,Electronics,South,5,26150,NetBanking,1643,130750
10213,2022-01-26 18:17:42.177029504,Tablet,Accessories,East,3,43532,NetBanking,1327,130596
10214,2022-01-26 21:12:41.526921153,Monitor,Mobiles,East,3,15853,UPI,3859,47559
10215,2022-01-27 00:07:40.876812802,USB Cable,Electronics,East,5,30079,Card,2142,150395
10216,2022-01-27 03:02:40.226704450,Laptop,Electronics,North,2,45189,UPI,3093,90378
10217,2022-01-27 05:57:39.576596099,Charger,Electronics,South,3,14730,UPI,3131,44190
10218,2022-01-27 08:52:38.926487748,Tablet,Mobiles,North,4,17758,Cash,3841,71032
10219,2022-01-27 11:47:38.276379396,Mouse,Mobiles,North,5,3809,Card,1351,19045
10220,2022-01-27 14:42:37.626271045,Charger,Mobiles,South,2,33206,UPI,2036,66412
10221,2022-01-27 17:37:36.976162693,Laptop,Electronics,North,4,39629,Cash,1636,158516
10222,2022-01-27 20:32:36.326054342,USB Cable,Mobiles,North,5,37143,NetBanking,4908,185715
10223,2022-01-27 23:27:35.675945991,USB Cable,Accessories,North,2,11591,UPI,2195,23182
10224,2022-01-28 02:22:35.025837639,Mouse,Mobiles,South,4,39630,NetBanking,1233,158520
10225,2022-01-28 05:17:34.375729288,Tablet,Electronics,East,3,8934,Card,4252,26802
10226,2022-01-28 08:12:33.725620936,Camera,Accessories,West,5,14458,UPI,4122,72290
10227,2022-01-28 11:07:33.075512585,Keyboard,Mobiles,West,5,9972,NetBanking,1780,49860
10228,2022-01-28 14:02:32.425404234,Tablet,Accessories,South,3,21757,NetBanking,3728,65271
10229,2022-01-28 16:57:31.775295882,Camera,Accessories,West,1,24927,Card,2418,24927
10230,2022-01-28 19:52:31.125187531,USB Cable,Electronics,South,4,8273,Cash,1932,33092
10231,2022-01-28 22:47:30.475079179,Monitor,Accessories,South,3,16785,Cash,4899,50355
10232,2022-01-29 01:42:29.824970828,Laptop,Accessories,West,5,11433,UPI,2823,57165
10233,2022-01-29 04:37:29.174862477,Mouse,Electronics,North,4,11456,NetBanking,4500,45824
10234,2022-01-29 07:32:28.524754125,Laptop,Electronics,East,4,40684,Cash,4345,162736
10235,2022-01-29 10:27:27.874645774,Headphones,Electronics,West,1,45017,UPI,1860,45017
10236,2022-01-29 13:22:27.224537422,Headphones,Accessories,West,5,11444,NetBanking,2230,57220
10237,2022-01-29 16:17:26.574429071,Tablet,Accessories,West,2,49055,UPI,3195,98110
10238,2022-01-29 19:12:25.924320720,USB Cable,Accessories,West,1,44719,Card,1299,44719
10239,2022-01-29 22:07:25.274212368,USB Cable,Electronics,South,1,40098,UPI,2955,40098
10240,2022-01-30 01:02:24.624104017,Keyboard,Mobiles,South,2,41671,Card,2476,83342
10241,2022-01-30 03:57:23.973995666,Keyboard,Accessories,East,2,15895,NetBanking,3023,31790
10242,2022-01-30 06:52:23.323887314,Keyboard,Mobiles,East,1,29843,NetBanking,3596,29843
10243,2022-01-30 09:47:22.673778963,Monitor,Electronics,West,4,2043,NetBanking,4744,8172
10244,2022-01-30 12:42:22.023670611,Charger,Accessories,West,3,24749,UPI,4025,74247
10245,2022-01-30 15:37:21.373562260,Smartphone,Mobiles,West,3,46883,NetBanking,3430,140649
10246,2022-01-30 18:32:20.723453909,Charger,Accessories,East,1,21121,NetBanking,4858,21121
10247,2022-01-30 21:27:20.073345557,Laptop,Accessories,West,4,8448,Card,2970,33792
10248,2022-01-31 00:22:19.423237206,Charger,Accessories,North,2,11850,NetBanking,3847,23700
10249,2022-01-31 03:17:18.773128854,Monitor,Mobiles,East,1,5485,NetBanking,4689,5485
10250,2022-01-31 06:12:18.123020503,Laptop,Electronics,North,5,16739,NetBanking,1533,83695
10251,2022-01-31 09:07:17.472912152,Charger,Accessories,West,4,19594,Cash,2256,78376
10252,2022-01-31 12:02:16.822803800,Monitor,Electronics,South,5,42111,NetBanking,2657,210555
10253,2022-01-31 14:57:16.172695449,Smartphone,Electronics,North,5,49141,UPI,2152,245705
10254,2022-01-31 17:52:15.522587097,Charger,Mobiles,East,1,37900,Card,4893,37900
10255,2022-01-31 20:47:14.872478746,Monitor,Mobiles,North,4,39129,NetBanking,2752,156516
10256,2022-01-31 23:42:14.222370395,Keyboard,Electronics,East,5,18740,UPI,2683,93700
10257,2022-02-01 02:37:13.572262043,USB Cable,Accessories,West,4,35502,Card,3617,142008
10258,2022-02-01 05:32:12.922153692,Keyboard,Mobiles,North,3,1991,Card,3978,5973
10259,2022-02-01 08:27:12.272045340,USB Cable,Accessories,South,5,28359,UPI,1236,141795
10260,2022-02-01 11:22:11.621936989,Mouse,Accessories,North,5,29087,UPI,4653,145435
10261,2022-02-01 14:17:10.971828638,Mouse,Accessories,South,4,10783,Cash,4013,43132
10262,2022-02-01 17:12:10.321720286,Mouse,Electronics,East,3,10067,Cash,1700,30201
10263,2022-02-01 20:07:09.671611935,Smartphone,Accessories,West,5,12228,NetBanking,3801,61140
10264,2022-02-01 23:02:09.021503584,Keyboard,Electronics,West,1,40294,Cash,1574,40294
10265,2022-02-02 01:57:08.371395232,USB Cable,Electronics,South,4,34838,UPI,4556,139352
10266,2022-02-02 04:52:07.721286881,Monitor,Accessories,East,4,28395,Cash,4312,113580
10267,2022-02-02 07:47:07.071178529,Laptop,Accessories,West,5,20437,Card,4004,102185
10268,2022-02-02 10:42:06.421070178,Monitor,Accessories,East,3,22302,UPI,4064,66906
10269,2022-02-02 13:37:05.770961827,Laptop,Accessories,South,5,6871,NetBanking,2720,34355
10270,2022-02-02 16:32:05.120853475,Headphones,Electronics,South,2,43552,Card,1770,87104
10271,2022-02-02 19:27:04.470745124,Monitor,Accessories,North,5,12957,Card,2764,64785
10272,2022-02-02 22:22:03.820636772,Charger,Accessories,West,2,31401,Card,1222,62802
10273,2022-02-03 01:17:03.170528421,Charger,Electronics,West,1,31560,UPI,2122,31560
10274,2022-02-03 04:12:02.520420070,Tablet,Mobiles,North,4,21487,UPI,4830,85948
10275,2022-02-03 07:07:01.870311718,Keyboard,Mobiles,South,4,49900,NetBanking,3604,199600
10276,2022-02-03 10:02:01.220203367,Laptop,Electronics,South,3,9932,Cash,3958,29796
10277,2022-02-03 12:57:00.570095015,Laptop,Mobiles,South,5,47508,Cash,3320,237540
10278,2022-02-03 15:51:59.919986664,Keyboard,Electronics,South,1,12726,Cash,2422,12726
10279,2022-02-03 18:46:59.269878313,Smartphone,Accessories,East,2,18585,Cash,2540,37170
10280,2022-02-03 21:41:58.619769961,Tablet,Accessories,West,3,13523,Card,3005,40569
10281,2022-02-04 00:36:57.969661610,Smartphone,Mobiles,West,1,31503,UPI,1429,31503
10282,2022-02-04 03:31:57.319553258,Smartphone,Accessories,South,1,30723,Cash,1522,30723
10283,2022-02-04 06:26:56.669444907,Smartphone,Mobiles,South,2,16902,Card,4007,33804
10284,2022-02-04 09:21:56.019336556,Keyboard,Mobiles,South,2,16433,UPI,2371,32866
10285,2022-02-04 12:16:55.369228204,Smartphone,Accessories,West,4,35220,UPI,3957,140880
10286,2022-02-04 15:11:54.719119853,Charger,Accessories,West,5,28185,UPI,2574,140925
10287,2022-02-04 18:06:54.069011501,Mouse,Mobiles,South,3,22259,Card,3498,66777
10288,2022-02-04 21:01:53.418903150,Headphones,Accessories,East,5,24760,Cash,2974,123800
10289,2022-02-04 23:56:52.768794799,Laptop,Electronics,North,3,34619,UPI,4059,103857
10290,2022-02-05 02:51:52.118686447,Laptop,Accessories,North,1,28897,Card,3089,28897
10291,2022-02-05 05:46:51.468578096,Headphones,Accessories,North,2,19141,UPI,2738,38282
